,two_GRU_two_Linear,two_LSTM_one_CNN_two_Linear,two_LSTM_two_Linear,two_LSTM_one_Linear,two_LSTM_three_Linear,two_GRU_three_LSTM,USA
2002-47,0.025809735,0.027014202,0.02867563,0.040870316,0.028352654,0.034192897,0.0
2002-48,0.023734778,0.025979748,0.028615274,0.040246785,0.02844222,0.034116603,0.0
2002-49,0.022748467,0.025339866,0.02783433,0.03998187,0.028808486,0.034926683,0.0
2002-50,0.02216961,0.025677424,0.02803637,0.037387427,0.028169272,0.034387656,0.0
2002-51,0.022523522,0.025425319,0.027857345,0.033739638,0.028646357,0.035224944,0.0
2002-52,0.02390812,0.02609355,0.02771023,0.030817885,0.028079728,0.034586057,0.0
2003-01,0.025678547,0.027265746,0.027344123,0.0311696,0.028614009,0.03449928,0.0
2003-02,0.028850628,0.02818719,0.026892394,0.03230443,0.028571978,0.034034386,0.0
2003-03,0.02930938,0.02935035,0.026969276,0.035607193,0.029794037,0.034361273,0.0
2003-04,0.032087274,0.029664336,0.027174782,0.03425159,0.030113734,0.034736387,0.0
2003-05,0.027657099,0.029458366,0.027709816,0.03384147,0.030451894,0.03433831,0.0
2003-06,0.036294322,0.02899041,0.026545543,0.032974593,0.028664738,0.033404566,0.0
2003-07,0.027234852,0.028502168,0.026709896,0.03549821,0.028357955,0.032371238,0.0
2003-08,0.03237024,0.031577554,0.026405867,0.034229893,0.028308405,0.032222472,0.0
2003-09,0.026574187,0.029405098,0.027244855,0.036309827,0.027826954,0.031422235,0.0
2003-10,0.028601378,0.02871601,0.027016684,0.034271616,0.028046865,0.030162223,0.0
2003-11,0.022716314,0.026588095,0.02678075,0.0345978,0.027330747,0.030139193,0.0
2003-12,0.023452712,0.024887538,0.02601416,0.032157168,0.026813127,0.028045982,0.0
2003-13,0.023009356,0.024262786,0.025992412,0.031494677,0.025634479,0.028161563,0.0
2003-14,0.02396823,0.0245465,0.026060022,0.03036283,0.026018247,0.027067997,0.0
2003-15,0.023231512,0.022578882,0.026903916,0.029870793,0.025146693,0.026865743,0.0
2003-16,0.022003995,0.022616552,0.026487086,0.03072811,0.026271932,0.026876211,0.0
2003-17,0.022437595,0.02216265,0.026856389,0.029972494,0.025477251,0.026076488,0.0
2003-18,0.021920074,0.021574935,0.026851494,0.030120067,0.026153982,0.026684865,0.0
2003-19,0.024730867,0.021756668,0.02723923,0.029151775,0.025511945,0.027067669,0.0
2003-20,0.024394536,0.020751666,0.027094208,0.030052498,0.025369179,0.027256891,0.0
2003-21,0.024341837,0.02079605,0.02672118,0.029231247,0.025068492,0.026943065,0.0
2003-22,0.023136029,0.02096317,0.026190367,0.030708339,0.025620867,0.027687624,0.0
2003-23,0.023121484,0.022103118,0.026441697,0.030741524,0.025804961,0.027901255,0.0
2003-24,0.022186048,0.021055454,0.02641939,0.029924195,0.025832405,0.028045394,0.0
2003-25,0.024672925,0.021400588,0.027134474,0.03099398,0.025926528,0.02851823,0.0
2003-26,0.024050396,0.021635406,0.02672904,0.030701734,0.025838224,0.028850876,0.0
2003-27,0.024416594,0.021406883,0.026531447,0.03210154,0.025838455,0.02980765,0.0
2003-28,0.023696952,0.022353157,0.026521076,0.03243044,0.026222516,0.029480368,0.0
2003-29,0.02368906,0.02273664,0.026799269,0.03231223,0.026285995,0.029865064,0.0
2003-30,0.024142928,0.023461113,0.027130999,0.032547876,0.026320463,0.03036353,0.0
2003-31,0.024120651,0.023290794,0.027351055,0.032822832,0.026354149,0.030245036,0.0
2003-32,0.02465803,0.023605851,0.027327936,0.033210367,0.0264091,0.03047929,0.0
2003-33,0.02459688,0.024207367,0.027507193,0.03396795,0.026436433,0.03071183,0.0
2003-34,0.02504389,0.024620436,0.027630515,0.035187185,0.026523897,0.031057812,0.0
2003-35,0.024775535,0.025101751,0.02782761,0.036340553,0.026633494,0.031154543,0.0
2003-36,0.02429359,0.024484273,0.027627934,0.035959538,0.026638294,0.03104584,0.0
2003-37,0.023726124,0.024937822,0.027540557,0.03669525,0.026541349,0.031064339,0.0
2003-38,0.023522768,0.025066053,0.027494516,0.036065497,0.026396992,0.03083139,0.0
2003-39,0.023203123,0.024426911,0.027503736,0.034403868,0.025937567,0.030591078,0.0
2003-40,0.022603594,0.023269817,0.02687046,0.033468105,0.02589174,0.02991318,0.0
2003-41,0.021669038,0.022694131,0.026601892,0.032311477,0.025562916,0.029363245,0.000339098
2003-42,0.020852271,0.022005944,0.026886012,0.031480026,0.025399711,0.029156491,0.0
2003-43,0.019929089,0.02085203,0.026048,0.030974112,0.024712585,0.027915902,0.0
2003-44,0.01867161,0.020013463,0.026362915,0.029209878,0.024432365,0.027404018,0.001017294
2003-45,0.018455412,0.02027214,0.025632065,0.02864191,0.0237245,0.026005015,0.0037300782
2003-46,0.01783602,0.02038142,0.026175909,0.02375063,0.022938292,0.025146678,0.0132248225
2003-47,0.018626362,0.019190641,0.025526177,0.019384209,0.02267873,0.022836775,0.026788743
2003-48,0.018618092,0.020973556,0.02387065,0.01914204,0.02210616,0.022108376,0.034587998
2003-49,0.019576129,0.023439543,0.024208046,0.022974778,0.022194013,0.022551678,0.042048153
2003-50,0.020668488,0.024967149,0.023907091,0.027271006,0.023015365,0.022789106,0.046795525
2003-51,0.030245041,0.029204648,0.023826163,0.029111452,0.024016716,0.026332997,0.053577486
2003-52,0.038275503,0.037685335,0.023738,0.033726,0.025225516,0.028376162,0.049169213
2003-53,0.048951384,0.03882774,0.023484878,0.041324176,0.027762104,0.028261162,0.03255341
2004-01,0.06513056,0.039900564,0.024279732,0.039432164,0.029044552,0.029703133,0.014581215
2004-02,0.064743795,0.034866333,0.027996827,0.047754847,0.031560455,0.030726679,0.010512038
2004-03,0.0641178,0.036173984,0.02922856,0.053263508,0.03389124,0.032961264,0.004747372
2004-04,0.04741701,0.03528534,0.029228644,0.04746458,0.033792756,0.032369636,0.001356392
2004-05,0.035638478,0.032249834,0.027705364,0.04220993,0.030449338,0.033374585,0.001356392
2004-06,0.029735096,0.031506624,0.027671956,0.043236382,0.030442216,0.03271041,0.001017294
2004-07,0.03392566,0.030926276,0.027674906,0.038331956,0.02861951,0.033522487,0.000339098
2004-08,0.024594735,0.032313954,0.027484339,0.039308723,0.02730832,0.033485852,0.000678196
2004-09,0.022932354,0.029440008,0.027209204,0.035741255,0.027051453,0.031384416,0.0
2004-10,0.022540275,0.029438877,0.02692511,0.04108253,0.028717281,0.03205675,0.000339098
2004-11,0.028353013,0.028111171,0.026306428,0.043469362,0.027769309,0.03163787,0.0
2004-12,0.026615083,0.029268738,0.026965156,0.033357717,0.02617588,0.031063661,0.0
2004-13,0.025313467,0.028300822,0.027559634,0.03300003,0.027235443,0.030143358,0.000339098
2004-14,0.028460436,0.026699975,0.028646909,0.031097874,0.0255833,0.029049098,0.0
2004-15,0.025113152,0.025492422,0.028189987,0.03235796,0.025837233,0.028044388,0.0
2004-16,0.025061194,0.024765793,0.028335337,0.034864265,0.025817705,0.02802544,0.0
2004-17,0.026606493,0.023616098,0.02902358,0.031671714,0.025333926,0.028495103,0.0
2004-18,0.026901262,0.02241249,0.02865112,0.029291578,0.023552854,0.027488716,0.0
2004-19,0.024912197,0.019476168,0.028038327,0.028511848,0.022661354,0.026915185,0.0
2004-20,0.02123819,0.016345795,0.026929166,0.023761962,0.02086009,0.02525618,0.0
2004-21,0.017926965,0.017140254,0.025460456,0.024580918,0.020097177,0.025099955,0.0
2004-22,0.017513841,0.01637968,0.025599815,0.021499373,0.020613793,0.023957945,0.0
2004-23,0.016414467,0.015184423,0.026034012,0.017110135,0.019980278,0.023338608,0.0
2004-24,0.016747694,0.015666522,0.026158217,0.01879283,0.020108432,0.023974098,0.0
2004-25,0.017457772,0.016372986,0.026133392,0.020677,0.020496134,0.024292767,0.0
2004-26,0.017806077,0.017096113,0.026390176,0.02324076,0.02119879,0.024931364,0.0
2004-27,0.018417556,0.017900279,0.02684271,0.026141856,0.022164363,0.025583282,0.0
2004-28,0.018597998,0.018861191,0.026972525,0.029549152,0.023550339,0.026459984,0.0
2004-29,0.019728981,0.019660922,0.026843037,0.032066528,0.024577983,0.027637787,0.0
2004-30,0.0202552,0.020878987,0.026882242,0.033845097,0.025258686,0.028439663,0.0
2004-31,0.021758042,0.020892961,0.026879225,0.03454808,0.025727917,0.029499002,0.0
2004-32,0.022365725,0.021325024,0.027049948,0.035092846,0.026014311,0.030161805,0.0
2004-33,0.023806734,0.021282522,0.026957702,0.035814866,0.026610758,0.031285085,0.0
2004-34,0.024933122,0.022639304,0.027398292,0.036668494,0.026859518,0.03215552,0.0
2004-35,0.02676138,0.023484325,0.027732443,0.037206456,0.027513063,0.03315013,0.0
2004-36,0.02797046,0.024541724,0.028363347,0.03744694,0.027708495,0.03377123,0.0
2004-37,0.029344961,0.025625506,0.028319981,0.03916557,0.028909791,0.034879103,0.0
2004-38,0.03371001,0.03017363,0.028930195,0.03859379,0.02999164,0.03682982,0.0
2004-39,0.036831163,0.034766316,0.030096408,0.039018497,0.034718182,0.03859046,0.0
2004-40,0.05565335,0.045768112,0.030955013,0.043875106,0.04241161,0.04209712,0.0
2004-41,0.06377184,0.086108655,0.03250041,0.05592203,0.05830077,0.046178807,0.000339098
2004-42,0.09840698,0.13501285,0.037322775,0.07506922,0.08070312,0.058671203,0.0
2004-43,0.11601019,0.19775797,0.064935155,0.11341974,0.11411874,0.07168213,0.0
2004-44,0.14045638,0.23021631,0.106242605,0.1474977,0.14352871,0.08835543,0.0
2004-45,0.14083679,0.24980678,0.14318499,0.19494851,0.18323389,0.09983897,0.000339098
2004-46,0.13808268,0.24581297,0.17369512,0.21232028,0.19730696,0.1086352,0.002034588
2004-47,0.118068285,0.24967855,0.19448197,0.21811804,0.1813758,0.119046375,0.000339098
2004-48,0.10280061,0.21100141,0.16574265,0.19676621,0.14953628,0.10159064,0.000339098
2004-49,0.062434383,0.1762985,0.11549632,0.1599147,0.10939111,0.082309216,0.001017294
2004-50,0.04864089,0.13242248,0.044445224,0.11822595,0.07568027,0.061695978,0.002373686
2004-51,0.04152779,0.11033332,0.031069664,0.08676459,0.042515278,0.046172637,0.0033909802
2004-52,0.039885487,0.088771276,0.029023875,0.06213882,0.03548996,0.039063007,0.008138352
2005-01,0.045003824,0.06844123,0.028969962,0.049515136,0.030901603,0.03374266,0.010172941
2005-02,0.047694042,0.046009496,0.028721757,0.037344705,0.028800678,0.03154681,0.011529332
2005-03,0.044033714,0.04091887,0.028618135,0.028957512,0.027111873,0.028835088,0.017293999
2005-04,0.04187864,0.031550586,0.028065566,0.029416874,0.026461327,0.027088434,0.015937606
2005-05,0.028177658,0.026176184,0.02633008,0.029662803,0.026001716,0.025872126,0.018989488
2005-06,0.025927573,0.024387581,0.025027487,0.03133422,0.02563011,0.024495475,0.018989488
2005-07,0.022149535,0.02022157,0.024702929,0.028380428,0.024507612,0.022978961,0.014242116
2005-08,0.022521589,0.01844989,0.023884457,0.026083283,0.024534792,0.02392479,0.0132248225
2005-09,0.020999461,0.01618823,0.023038793,0.026119437,0.024231128,0.02467072,0.01186843
2005-10,0.019310933,0.014965357,0.02196667,0.025637824,0.024653975,0.025202699,0.010172941
2005-11,0.01915458,0.014442816,0.0216843,0.02674023,0.025045384,0.025612667,0.0074601565
2005-12,0.020878367,0.014952524,0.022096585,0.02684535,0.025056731,0.025439806,0.0077992543
2005-13,0.02014267,0.016574096,0.02237508,0.027765058,0.025302133,0.026178733,0.0061037643
2005-14,0.021527622,0.018566301,0.023118407,0.029805832,0.02630232,0.027144402,0.0030518821
2005-15,0.022340342,0.020392722,0.0244481,0.027869366,0.026237935,0.027026288,0.002034588
2005-16,0.022412311,0.020379324,0.025199886,0.028937697,0.02628312,0.027935825,0.000339098
2005-17,0.023856573,0.021861551,0.025816176,0.03126584,0.026547965,0.028628983,0.0016954901
2005-18,0.023586288,0.021705566,0.025934625,0.030846156,0.026371593,0.028926812,0.0
2005-19,0.02477216,0.022283316,0.026509266,0.03134591,0.026083067,0.028934434,0.0
2005-20,0.024765389,0.02187516,0.026855864,0.03106236,0.025993185,0.028898545,0.0
2005-21,0.024491472,0.021433812,0.026849236,0.030891161,0.025497027,0.029142514,0.0
2005-22,0.023846097,0.021560922,0.026767373,0.031935863,0.025580443,0.028793998,0.0
2005-23,0.024397813,0.021928113,0.026933376,0.03141184,0.02556508,0.028311372,0.0
2005-24,0.024127936,0.021725947,0.027005404,0.03081265,0.025206357,0.0283207,0.0
2005-25,0.024205849,0.021356305,0.027001437,0.030998424,0.02491492,0.028357096,0.0
2005-26,0.02377192,0.021364208,0.026877586,0.030879825,0.024743423,0.028287552,0.0
2005-27,0.023528026,0.020830886,0.02677508,0.030001342,0.024345085,0.027769603,0.0
2005-28,0.02293766,0.020618202,0.026647884,0.029464189,0.023988787,0.027665675,0.0
2005-29,0.022502646,0.020469923,0.026545648,0.028922036,0.023832098,0.027625367,0.0
2005-30,0.022172399,0.020118276,0.026534773,0.028272927,0.023595523,0.027427621,0.0
2005-31,0.021702595,0.019957453,0.026559066,0.028152213,0.023615729,0.027146325,0.0
2005-32,0.021806985,0.019821245,0.026601221,0.028427064,0.02368934,0.02728454,0.0
2005-33,0.021604203,0.019813305,0.026617263,0.028718956,0.023746677,0.027498178,0.0
2005-34,0.021530923,0.01994836,0.026648257,0.029408365,0.023928594,0.027616844,0.0
2005-35,0.021690298,0.020174708,0.026703257,0.03024999,0.024279583,0.027870089,0.0
2005-36,0.021813493,0.020367483,0.02676512,0.030641414,0.024419785,0.02811408,0.0
2005-37,0.021847978,0.020780567,0.026751485,0.03177818,0.024742458,0.028582238,0.0
2005-38,0.022089241,0.02113399,0.026799515,0.032322783,0.025113363,0.029015474,0.0
2005-39,0.022339778,0.021786176,0.027009178,0.032284625,0.02536318,0.029368788,0.0
2005-40,0.022757292,0.02193368,0.027128648,0.03268728,0.02570776,0.029889263,0.000678196
2005-41,0.023524057,0.022753147,0.02707852,0.03399961,0.026131844,0.030357197,0.000678196
2005-42,0.023510633,0.023972029,0.027117029,0.034134805,0.026469817,0.030819573,0.000339098
2005-43,0.02482774,0.027914897,0.02727013,0.03503521,0.027961338,0.033025682,0.0
2005-44,0.028366784,0.035676897,0.028482419,0.034925666,0.030627891,0.03519161,0.002034588
2005-45,0.034160722,0.0629136,0.029573731,0.036546636,0.040659983,0.038413107,0.000339098
2005-46,0.059097387,0.1127177,0.030343197,0.048720114,0.055949017,0.04289876,0.001356392
2006-01,0.078238204,0.1521267,0.034866475,0.07540065,0.07811167,0.047735844,0.023058664
2006-02,0.11395032,0.19558425,0.05145477,0.13017638,0.11410937,0.059624378,0.01865039
2006-03,0.12827614,0.23112331,0.103761524,0.184483,0.14595382,0.071983695,0.025093254
2006-04,0.13401419,0.25382185,0.15272163,0.2146874,0.19757426,0.090255514,0.029840626
2006-05,0.10856328,0.27232873,0.16538806,0.230484,0.21313438,0.10666781,0.041030858
2006-06,0.0844083,0.23986147,0.11530277,0.20873828,0.19078901,0.09820289,0.041709054
2006-07,0.07438199,0.1897996,0.045471877,0.1721906,0.14219508,0.09290206,0.045439135
2006-08,0.06914492,0.14369518,0.026773397,0.13110784,0.1078692,0.077770315,0.051542897
2006-09,0.064191625,0.1404492,0.024490636,0.107515916,0.067481,0.06734617,0.056968465
2006-10,0.057092436,0.12352644,0.023579773,0.12837195,0.062331494,0.054010406,0.062054936
2006-11,0.07070405,0.09130221,0.024687145,0.10056844,0.054471537,0.04643594,0.052221093
2006-12,0.07714338,0.076351956,0.024133507,0.108012915,0.050408747,0.04314873,0.043404546
2006-13,0.075747184,0.06125361,0.024848782,0.09854306,0.0412132,0.03860317,0.031536113
2006-14,0.0633016,0.054911315,0.024160732,0.06089969,0.033678778,0.03186764,0.020345882
2006-15,0.055556454,0.03711924,0.024535757,0.05276621,0.030590067,0.02907785,0.012885724
2006-16,0.054543667,0.033272035,0.024757676,0.051353507,0.0286259,0.026720382,0.0098338425
2006-17,0.033367783,0.027553268,0.02439364,0.05769334,0.029437667,0.025177538,0.007121058
2006-18,0.026597835,0.025384922,0.022922326,0.035496093,0.026821917,0.022428721,0.0
2006-19,0.022049736,0.021917786,0.022778742,0.036433164,0.025420908,0.023318052,0.0
2006-20,0.027133264,0.018879475,0.022047307,0.034437027,0.025377627,0.023302622,0.0
2006-21,0.02351723,0.016646333,0.021686856,0.036005534,0.025367938,0.023934305,0.0
2006-22,0.02081121,0.016504752,0.020904325,0.03066089,0.02439503,0.02089519,0.0
2006-23,0.020017501,0.017280467,0.021768697,0.029014464,0.024427578,0.021694161,0.0
2006-24,0.021453647,0.017767545,0.022419453,0.032759584,0.02606301,0.021853253,0.0
2006-25,0.024985528,0.019473622,0.023757856,0.035982333,0.025392076,0.024567902,0.0
2006-26,0.021451794,0.019822896,0.02538902,0.026107963,0.024210557,0.023779877,0.0
2006-27,0.021284338,0.019779056,0.026809495,0.025562719,0.023183279,0.023855805,0.0
2006-28,0.020932699,0.018211469,0.02697244,0.026114896,0.023050614,0.024589196,0.0
2006-29,0.019816754,0.017806288,0.026768118,0.02529763,0.021458339,0.024570145,0.0
2006-30,0.016834311,0.01733303,0.026907578,0.022886358,0.021060415,0.023503803,0.0
2006-31,0.01761539,0.016370818,0.02781177,0.020111013,0.019889519,0.022399776,0.0
2006-32,0.015878301,0.015321823,0.02676088,0.019158326,0.018657997,0.022228584,0.0
2006-33,0.014756224,0.0148996925,0.02594084,0.018786084,0.017944463,0.02218438,0.0
2006-34,0.014353893,0.014116909,0.025683261,0.016004067,0.017932616,0.020699501,0.0
2006-35,0.014457833,0.013979926,0.02592111,0.01443344,0.017652139,0.02061782,0.0
2006-36,0.014727997,0.014260076,0.025525313,0.015038323,0.017638378,0.021066345,0.0
2006-37,0.01526653,0.014474852,0.025568794,0.016373225,0.017555222,0.02155812,0.0
2006-38,0.015609498,0.014572079,0.025598358,0.019051358,0.018321227,0.02221749,0.0
2006-39,0.016607055,0.014862477,0.025595162,0.022953745,0.019171491,0.023123384,0.0
2006-40,0.01725931,0.015574707,0.025620598,0.025919557,0.020561077,0.024215043,0.000339098
2006-41,0.017795589,0.016267596,0.025801904,0.028840419,0.021940865,0.025008194,0.000339098
2006-42,0.018244246,0.01660299,0.02566668,0.03115682,0.023015052,0.026025742,0.001017294
2006-43,0.018546637,0.017428521,0.025371388,0.030760396,0.023684453,0.027394079,0.000339098
2006-44,0.019302838,0.019535191,0.025759827,0.02836138,0.024772983,0.028714135,0.0016954901
2006-45,0.020516373,0.020496584,0.026183564,0.027356964,0.025274888,0.02989842,0.004069176
2006-46,0.02396921,0.020888062,0.026305083,0.029207297,0.025748827,0.031198062,0.000678196
2006-47,0.02833268,0.023495175,0.026646312,0.030194864,0.027046043,0.032340363,0.001356392
2006-48,0.031871337,0.024712201,0.027686168,0.03246534,0.027332753,0.033137634,0.004069176
2006-49,0.037882432,0.02721415,0.028237049,0.03734953,0.029045023,0.035182588,0.005425568
2006-50,0.038442653,0.029587576,0.02963388,0.035446875,0.0285985,0.035290137,0.0067819604
2006-51,0.03180716,0.027435228,0.029555093,0.040294074,0.030673338,0.035677917,0.014581215
2006-52,0.029501213,0.027870078,0.029170495,0.048767097,0.03002179,0.035002336,0.014242116
2007-01,0.0219672,0.030364916,0.029772174,0.048009604,0.029904274,0.035036296,0.01186843
2007-02,0.023116328,0.031669114,0.029960373,0.047003925,0.030014629,0.03687326,0.011190235
2007-03,0.020964473,0.033414125,0.03083058,0.041878723,0.029331252,0.034926876,0.018989488
2007-04,0.023038086,0.028840268,0.028208394,0.034309655,0.028267296,0.034630135,0.020006783
2007-05,0.02039449,0.027315486,0.027799431,0.036214937,0.027003791,0.03209375,0.025771448
2007-06,0.023694731,0.03011996,0.02781671,0.03264205,0.026890181,0.03309366,0.033231605
2007-07,0.02749034,0.033474285,0.029278234,0.033600006,0.026587749,0.03415896,0.030179722
2007-08,0.03330132,0.029208817,0.029627882,0.031968653,0.027426226,0.03203007,0.03221431
2007-09,0.03094501,0.03011829,0.02955231,0.03591845,0.028484771,0.03262324,0.030179722
2007-10,0.031495705,0.028410563,0.02925842,0.038345303,0.02842275,0.031335935,0.02746694
2007-11,0.037860826,0.030210875,0.02963699,0.036569946,0.026104717,0.032518283,0.03051882
2007-12,0.030349871,0.03172481,0.02996374,0.035475977,0.02810005,0.031911075,0.023058664
2007-13,0.037273966,0.028624872,0.029570121,0.03238293,0.026675979,0.030945212,0.021363175
2007-14,0.024020996,0.02794246,0.028204344,0.032750014,0.02741097,0.031041205,0.012885724
2007-15,0.023923466,0.027303098,0.027052395,0.036205325,0.026678111,0.029588498,0.010851136
2007-16,0.024463251,0.026621953,0.026899032,0.03454394,0.02720666,0.030833654,0.012546627
2007-17,0.024025358,0.025131363,0.026800558,0.029998872,0.026938438,0.029843912,0.010172941
2007-18,0.025401646,0.024628432,0.026919093,0.0317834,0.026034553,0.029214494,0.0
2007-19,0.023747474,0.02248575,0.026713032,0.029019088,0.025401635,0.02766043,0.0
2007-20,0.023187716,0.022634907,0.026027057,0.03350619,0.025408918,0.028955124,0.0
2007-21,0.023514297,0.023876142,0.02635206,0.03489846,0.027189635,0.028935224,0.0
2007-22,0.023219468,0.023597252,0.026787933,0.029588036,0.025951896,0.027807064,0.0
2007-23,0.024366695,0.023856997,0.027849674,0.03052402,0.025449274,0.027755812,0.0
2007-24,0.025054825,0.0216626,0.027314972,0.029417928,0.024657678,0.027945586,0.0
2007-25,0.023661587,0.022193626,0.026221704,0.031293508,0.024219561,0.028752752,0.0
2007-26,0.022959977,0.021901585,0.026131433,0.029284589,0.024552904,0.027189493,0.0
2007-27,0.022206401,0.02035422,0.026491586,0.028399143,0.02405268,0.026397467,0.0
2007-28,0.022568325,0.019271621,0.026523285,0.028298441,0.023386575,0.026984252,0.0
2007-29,0.021008676,0.019387104,0.025955554,0.028270736,0.022624616,0.02687665,0.0
2007-30,0.0200564,0.019162927,0.025844779,0.027555548,0.023009568,0.0260038,0.0
2007-31,0.01930563,0.017862037,0.025863979,0.024782933,0.022232637,0.025265783,0.0
2007-32,0.018471746,0.01733033,0.025753554,0.024124734,0.021358524,0.02537892,0.0
2007-33,0.017977536,0.01743845,0.025750577,0.023980312,0.02122819,0.024992943,0.0
2007-34,0.01769948,0.017375503,0.025883451,0.023879409,0.021379162,0.024913833,0.0
2007-35,0.018140817,0.017160054,0.026087418,0.02395115,0.021483783,0.025048055,0.0
2007-36,0.018292386,0.017211333,0.026143428,0.025354482,0.021939892,0.025394171,0.0
2007-37,0.018655999,0.017290216,0.02625154,0.026717931,0.022333913,0.025570884,0.0
2007-38,0.018961996,0.018058836,0.026294984,0.027679812,0.022716135,0.02635666,0.0
2007-39,0.0196039,0.019647965,0.026540793,0.029026873,0.02328606,0.026916258,0.0
2007-40,0.020221736,0.020796087,0.026569303,0.030293372,0.024374612,0.028064854,0.002034588
2007-41,0.020980489,0.02272513,0.026688453,0.032349113,0.025358425,0.02909635,0.000678196
2007-42,0.022286983,0.025189823,0.027327519,0.034644235,0.026918631,0.03078916,0.001356392
2007-43,0.02418628,0.028311307,0.027487714,0.039090052,0.028648809,0.03272274,0.0016954901
2007-44,0.027688785,0.03384102,0.028498493,0.045704834,0.03371702,0.03560415,0.0033909802
2007-45,0.029982587,0.050629083,0.02974963,0.052472882,0.041279133,0.037780985,0.002034588
2007-46,0.036144674,0.06668714,0.03234555,0.06648864,0.05148546,0.04159498,0.0037300782
2007-47,0.047334593,0.08669241,0.034388218,0.08301647,0.058889728,0.043203123,0.0061037643
2007-48,0.040560216,0.122128256,0.03787871,0.10241819,0.065119214,0.04545886,0.0067819604
2007-49,0.050693948,0.17805439,0.04493174,0.1137761,0.074268855,0.05007362,0.007121058
2007-50,0.049904764,0.2060226,0.061754808,0.115187734,0.08388171,0.055104993,0.008816549
2007-51,0.064059354,0.21570516,0.056415275,0.11611271,0.0953136,0.05809491,0.014920313
2007-52,0.08398931,0.21443368,0.047730654,0.11130853,0.09294428,0.058541104,0.019667685
2008-01,0.098457456,0.2050313,0.040692016,0.10908909,0.09625523,0.056931417,0.015937606
2008-02,0.11751932,0.18711527,0.036492847,0.10545255,0.103955775,0.063216195,0.021024076
2008-03,0.13660997,0.16028698,0.03643458,0.097719625,0.109552965,0.06271851,0.025771448
2008-04,0.1275324,0.11302333,0.035556566,0.0944472,0.11577831,0.0671278,0.043743644
2008-05,0.11082385,0.08386205,0.033291094,0.0914801,0.109710254,0.06791414,0.077653445
2008-06,0.08483291,0.054877598,0.03211781,0.082940765,0.08336505,0.06561554,0.12275348
2008-07,0.06005968,0.043490723,0.030332409,0.07710542,0.067267135,0.061555643,0.13428281
2008-08,0.046660252,0.03901166,0.028896715,0.06744497,0.05228426,0.055535685,0.15632418
2008-09,0.028158896,0.03332222,0.026809052,0.051022924,0.04199678,0.04796856,0.14513394
2008-10,0.022807783,0.03149021,0.024321742,0.042941116,0.03220947,0.04176387,0.12410987
2008-11,0.021038089,0.02923534,0.022901509,0.03656622,0.02824338,0.036515787,0.110885054
2008-12,0.020846391,0.027165947,0.021998864,0.03287605,0.027372958,0.03314852,0.07799254
2008-13,0.02264837,0.023229215,0.021491468,0.02983579,0.02561801,0.028633818,0.049169213
2008-14,0.023010686,0.020988882,0.021329284,0.024019748,0.024491493,0.025164373,0.04272635
2008-15,0.021466015,0.018319683,0.020544644,0.024705376,0.02424134,0.02283939,0.02238047
2008-16,0.022545565,0.017285066,0.020831767,0.025260046,0.024405848,0.021881938,0.017972196
2008-17,0.021079283,0.016386073,0.021601077,0.024699979,0.024699647,0.019682057,0.009155646
2008-18,0.021491934,0.01581311,0.02290817,0.024753392,0.024501488,0.019025296,0.0
2008-19,0.022430208,0.013839983,0.024326742,0.023871023,0.023864087,0.019476168,0.0
2008-20,0.022638991,0.013899967,0.024336837,0.025415514,0.023241084,0.020607136,0.0
2008-21,0.022144083,0.012691533,0.02431541,0.026467301,0.023298658,0.021424755,0.0
2008-22,0.021076303,0.01295791,0.0243156,0.025756393,0.023369282,0.021494403,0.0
2008-23,0.020560423,0.01377116,0.024051167,0.026628874,0.023441143,0.021854296,0.0
2008-24,0.020139787,0.014260825,0.02440013,0.026041895,0.023120813,0.02234979,0.0
2008-25,0.01916165,0.015361945,0.024779532,0.025990289,0.022895798,0.022863768,0.0
2008-26,0.018312735,0.015878398,0.025391277,0.026033554,0.022536699,0.022943072,0.0
2008-27,0.016687691,0.01534891,0.025992509,0.025342472,0.021021545,0.02206073,0.0
2008-28,0.014398814,0.0151860025,0.026220731,0.024975426,0.019409053,0.020786986,0.0
2008-29,0.012761613,0.014448561,0.026439052,0.020591654,0.017039377,0.018925123,0.0
2008-30,0.0113978665,0.012947645,0.026073504,0.014266282,0.014455695,0.016269825,0.0
2008-31,0.010309434,0.010451791,0.024851665,0.010448005,0.011874411,0.014237925,0.0
2008-32,0.009009557,0.008320933,0.023470819,0.0062883627,0.009340744,0.011849105,0.0
2008-33,0.008438479,0.00739846,0.02152941,0.0022509918,0.008160643,0.01021494,0.0
2008-34,0.008295845,0.007099593,0.020393465,-0.00023699924,0.007261332,0.009769939,0.0
2008-35,0.008845169,0.007013444,0.020331603,-0.0010392442,0.0069382302,0.00950361,0.0
2008-36,0.009402992,0.0071473643,0.020486522,6.618723e-05,0.0073384494,0.00956852,0.0
2008-37,0.010518838,0.007782623,0.021051902,0.001289798,0.008284979,0.010008596,0.0
2008-38,0.011688082,0.009040873,0.022377692,0.0027146507,0.009522464,0.011296131,0.0
2008-39,0.01285704,0.012774104,0.0242881,0.005943544,0.011340961,0.013933755,0.0
2008-40,0.013995425,0.018337283,0.02646688,0.017923523,0.013952035,0.017714225,0.001017294
2008-41,0.016109977,0.024544884,0.028146956,0.03596708,0.017666794,0.021391124,0.0037300782
