starting log for model: Q:\00- PROJECTS\Flu Forecasts\flu\flu\models\lstm_23-24.pth
Train loss: 3.5525094248124187 Val loss: 0.19172871112823486 Time: 1.6613483999999517
Train loss: 3.6430721411103093 Val loss: 0.18682128190994263 Time: 1.5842456000000311
Train loss: 3.528287823451791 Val loss: 0.18365663290023804 Time: 1.2141525999995793
Train loss: 3.491313521359551 Val loss: 0.1873716115951538 Time: 1.6886883999995916
Train loss: 3.5498224290339824 Val loss: 0.20915323495864868 Time: 1.6808614000001398
Train loss: 3.397630556849691 Val loss: 0.18977296352386475 Time: 1.2512720000004265
Train loss: 3.588328907475777 Val loss: 0.19749265909194946 Time: 1.6763701999998375
Train loss: 3.412389248818667 Val loss: 0.16977530717849731 Time: 1.7476478999997198
Train loss: 3.379084632393372 Val loss: 0.175214946269989 Time: 1.7072138000003179
Train loss: 3.5636791113562865 Val loss: 0.1772691011428833 Time: 2.2498247000003175
Train loss: 3.2240673259481696 Val loss: 0.16374701261520386 Time: 1.8524053999999524
Train loss: 3.280820526096436 Val loss: 0.16751885414123535 Time: 1.3690344000006007
Train loss: 3.2251300061009402 Val loss: 0.1849554181098938 Time: 1.5291520999999193
Train loss: 3.312393231262025 Val loss: 0.16188502311706543 Time: 1.6459027999999307
Train loss: 3.4587923677436754 Val loss: 0.17386066913604736 Time: 1.5225913000003857
Train loss: 3.4371845154238088 Val loss: 0.17145222425460815 Time: 1.8784997000002477
Train loss: 3.146481336657388 Val loss: 0.15879827737808228 Time: 1.705968400000529
Train loss: 3.183622249669618 Val loss: 0.16147851943969727 Time: 1.3992945999998483
Train loss: 3.2505205725614132 Val loss: 0.13986736536026 Time: 1.7646766999996544
Train loss: 3.1596714541640054 Val loss: 0.1446278691291809 Time: 1.5179121000001032
Train loss: 3.116140080349723 Val loss: 0.17087936401367188 Time: 1.602097699999831
Train loss: 3.2072497337216355 Val loss: 0.15851157903671265 Time: 1.8360574000007546
Train loss: 3.1506205121013338 Val loss: 0.16714835166931152 Time: 1.4140264999996361
Train loss: 3.114415782601469 Val loss: 0.13211476802825928 Time: 1.908090699999775
Train loss: 3.1398815922585337 Val loss: 0.14345860481262207 Time: 1.769461400000182
Train loss: 3.1119143125630107 Val loss: 0.1392030119895935 Time: 1.563673600000584
Train loss: 2.9680359671762346 Val loss: 0.13842177391052246 Time: 1.8407891000006202
Train loss: 3.3199701848945153 Val loss: 0.135317862033844 Time: 1.8031685000005382
Train loss: 2.9919292147124703 Val loss: 0.1321755051612854 Time: 1.7303204000008918
Train loss: 2.9086153890733932 Val loss: 0.13366824388504028 Time: 1.916835799999717
Train loss: 3.064741860050921 Val loss: 0.14054739475250244 Time: 2.1836959000002025
Train loss: 3.008013879326924 Val loss: 0.11662089824676514 Time: 1.6793369999995775
Train loss: 2.715484361462366 Val loss: 0.11540311574935913 Time: 1.8154991000001246
Train loss: 2.960549380777284 Val loss: 0.11603152751922607 Time: 1.6473684000002322
Train loss: 2.8823439244760323 Val loss: 0.12527626752853394 Time: 1.7758616000000984
Train loss: 2.9410648304581066 Val loss: 0.13083261251449585 Time: 1.69069060000038
Train loss: 2.9188622868634555 Val loss: 0.10185587406158447 Time: 1.834148400000231
Train loss: 2.9685535360440873 Val loss: 0.11906945705413818 Time: 1.5962196000000404
Train loss: 2.9056052494343168 Val loss: 0.11547678709030151 Time: 2.1855854999994335
Train loss: 2.933680674729576 Val loss: 0.11811822652816772 Time: 1.4803265000000465
Train loss: 2.791772282144678 Val loss: 0.11374008655548096 Time: 1.9322464999995645
Train loss: 2.8648728975921847 Val loss: 0.09449887275695801 Time: 1.6656395999998495
Shrinking learning rate to 1e-05
Train loss: 2.6643564571396894 Val loss: 0.10003513097763062 Time: 1.8671191000003091
Train loss: 2.666288904241455 Val loss: 0.08934271335601807 Time: 1.918178999999327
Train loss: 2.8568243017944974 Val loss: 0.08712214231491089 Time: 1.6798775999995996
Train loss: 2.7511817799488902 Val loss: 0.08755087852478027 Time: 1.5077221999999892
Train loss: 2.686172992020502 Val loss: 0.08454740047454834 Time: 1.6216973999999027
Train loss: 2.807676236593977 Val loss: 0.08684492111206055 Time: 1.7564304999996239
Train loss: 2.7657200809954947 Val loss: 0.08806568384170532 Time: 1.8019545000006474
Train loss: 2.6251989386396133 Val loss: 0.08727234601974487 Time: 1.870619300000726
Train loss: 2.7697587620393165 Val loss: 0.08759647607803345 Time: 2.026956099999552
Train loss: 2.704580328714801 Val loss: 0.0840807557106018 Time: 1.6818592999998145
Train loss: 2.5634049853571668 Val loss: 0.08237117528915405 Time: 1.6317658999996638
Train loss: 2.603566677323016 Val loss: 0.08195149898529053 Time: 1.6838219000001118
Train loss: 2.923299695998786 Val loss: 0.08211833238601685 Time: 1.4106252000001405
Train loss: 2.778273013992152 Val loss: 0.08163690567016602 Time: 1.6342350999993869
Train loss: 2.7064748989483363 Val loss: 0.08143472671508789 Time: 1.600581499999862
Train loss: 2.6817542605222258 Val loss: 0.08082467317581177 Time: 1.2559776999996757
Train loss: 2.5093333337108845 Val loss: 0.07840198278427124 Time: 1.9749491000002308
Train loss: 2.7558709023867496 Val loss: 0.07868719100952148 Time: 1.6461775000007037
Train loss: 2.781444783261925 Val loss: 0.0795239806175232 Time: 1.5559876000006625
Train loss: 2.6102773762618217 Val loss: 0.08239185810089111 Time: 1.8168212000000494
Train loss: 2.6865135501935526 Val loss: 0.08388108015060425 Time: 1.5638341000003493
Train loss: 2.675135233947529 Val loss: 0.086090087890625 Time: 1.6040634999999384
Train loss: 2.716746353058653 Val loss: 0.08606582880020142 Time: 1.72220119999929
Train loss: 2.729068364202627 Val loss: 0.08093041181564331 Time: 1.7271686000003683
Train loss: 2.622216665333468 Val loss: 0.08207643032073975 Time: 1.6275660000001153
Train loss: 2.8091547557182084 Val loss: 0.08050739765167236 Time: 1.765096000000085
Shrinking learning rate to 1.0000000000000002e-06
Train loss: 2.7389147356544896 Val loss: 0.0780133605003357 Time: 1.7367581999997128
Train loss: 2.838575226670031 Val loss: 0.07826590538024902 Time: 1.5656585999995514
Train loss: 2.628866589669741 Val loss: 0.07830238342285156 Time: 1.8438230000001568
Train loss: 2.832596667920382 Val loss: 0.07898777723312378 Time: 2.0075634000004356
Train loss: 2.7188774970506273 Val loss: 0.07909846305847168 Time: 1.9569281000003684
Train loss: 2.820068315701988 Val loss: 0.07906162738800049 Time: 2.8981763000001592
Train loss: 2.447915929576811 Val loss: 0.07892906665802002 Time: 1.6137539000001198
Train loss: 2.7662983476875986 Val loss: 0.07845377922058105 Time: 1.892934200000127
Train loss: 2.652735819095041 Val loss: 0.07858550548553467 Time: 2.0874719000003097
Train loss: 2.800866495832196 Val loss: 0.07872289419174194 Time: 1.8252029000004768
Train loss: 2.6949411866168766 Val loss: 0.07886707782745361 Time: 1.752218499999799
Train loss: 2.661132401259398 Val loss: 0.07850944995880127 Time: 1.915859100000489
Train loss: 2.861172823897064 Val loss: 0.07815814018249512 Time: 2.1488903999998
Train loss: 2.7748429845442013 Val loss: 0.07834738492965698 Time: 2.0815418000001955
Train loss: 2.6682490767946527 Val loss: 0.07817387580871582 Time: 2.3620037999999113
Train loss: 2.840213165928816 Val loss: 0.07819443941116333 Time: 2.190796500000033
Shrinking learning rate to 1.0000000000000002e-07
Learning rate getting small
Complete
 Total time: 282.24923039999976
