starting log for model: Q:\00- PROJECTS\Flu Forecasts\flu\flu\models\lstm_B_23-24.pth
Train loss: 1.518634584429421 Val loss: 0.0 Time: 0.6374490000016522
Train loss: 1.560105410109628 Val loss: 0.0 Time: 0.586795399984112
Train loss: 1.4583760702113437 Val loss: 0.0 Time: 0.5764865999808535
Train loss: 1.3461796338321292 Val loss: 0.0 Time: 0.5515769000048749
Train loss: 1.5674850819239081 Val loss: 0.0 Time: 0.5348111999919638
Train loss: 1.374521699347774 Val loss: 0.0 Time: 0.5777468000014778
Train loss: 1.2776206185101557 Val loss: 0.0 Time: 0.597172200010391
Train loss: 1.3163731018928502 Val loss: 0.0 Time: 0.557116899988614
Train loss: 1.4820542511283818 Val loss: 0.0 Time: 0.5400941999978386
Train loss: 1.385299644188775 Val loss: 0.0 Time: 0.5759678000176791
Train loss: 1.42443529338155 Val loss: 0.0 Time: 0.5877782999887131
Train loss: 1.4168105454074365 Val loss: 0.0 Time: 0.5410524000180885
Train loss: 1.342926152774094 Val loss: 0.0 Time: 0.5225446000113152
Train loss: 1.382029037519434 Val loss: 0.0 Time: 0.6075673000013921
Train loss: 1.4653354480760754 Val loss: 0.0 Time: 0.6075544000195805
Train loss: 1.4685820794838946 Val loss: 0.0 Time: 0.5633164999890141
Shrinking learning rate to 1.0000000000000002e-07
Learning rate getting small
Complete
 Total time: 57.56218670000089
