starting log for model: Q:\00- PROJECTS\Flu Forecasts\flu\flu\models\gru_22-23.pth
Train loss: 16.616910080220492 Val loss: 2.4811990413018066 Time: 0.780868100002408
Train loss: 14.048882770018562 Val loss: 2.301873894131859 Time: 0.6862132000096608
Train loss: 12.7479440673198 Val loss: 2.0695868060804514 Time: 0.6487251999933505
Train loss: 11.103969885884567 Val loss: 1.759486658818787 Time: 0.6504878000123426
Train loss: 8.877313449833053 Val loss: 1.410648511533509 Time: 0.6632784999965224
Train loss: 7.214896598190251 Val loss: 1.2465707544179168 Time: 0.6544199000054505
Train loss: 6.3775866181775624 Val loss: 1.2202693251892924 Time: 0.6483256999927107
Train loss: 6.161883623614003 Val loss: 1.2172930326778442 Time: 0.6343469000130426
Train loss: 6.106733873055341 Val loss: 1.2145691006153356 Time: 0.681072999999742
Train loss: 5.946364864644014 Val loss: 1.2142729983315803 Time: 0.6829715999920154
Train loss: 5.765143487714759 Val loss: 1.2163536422303878 Time: 0.638682599994354
Train loss: 5.807557304437363 Val loss: 1.2179000158794224 Time: 0.6427457999961916
Train loss: 5.8151898313629715 Val loss: 1.2140029514557682 Time: 0.6517251000041142
Train loss: 5.479923237438731 Val loss: 1.2238301677571144 Time: 0.7253329999948619
Train loss: 5.597470296594329 Val loss: 1.215661082038423 Time: 0.8091508999932557
Train loss: 5.411550971380565 Val loss: 1.2094136246887501 Time: 1.0118732000119053
Train loss: 5.1701321254998325 Val loss: 1.1909534468431957 Time: 1.0541732999990927
Train loss: 5.13679543715838 Val loss: 1.181579061318189 Time: 0.8763715000095544
Train loss: 5.038255026444579 Val loss: 1.1679887787322514 Time: 1.0150309000018751
Train loss: 4.971588437945827 Val loss: 1.1762369213756756 Time: 0.9197448000049917
Train loss: 4.806263388431796 Val loss: 1.1580672244672314 Time: 0.8456055999995442
Train loss: 4.662358826508338 Val loss: 1.1561114308820208 Time: 0.8728135000128532
Train loss: 4.787603601118274 Val loss: 1.1460642518686655 Time: 0.7863632999942638
Train loss: 4.5941880614391195 Val loss: 1.1503301991397166 Time: 0.9816860999999335
Train loss: 4.473259393021416 Val loss: 1.1397375301457942 Time: 0.9515930000052322
Train loss: 4.392823158262418 Val loss: 1.143205090193078 Time: 0.8527128999994602
Train loss: 4.162781995711033 Val loss: 1.1340929788420908 Time: 0.8388954000110971
Train loss: 4.29257676929293 Val loss: 1.1320493304519914 Time: 0.9324631999916164
Train loss: 4.312272166386158 Val loss: 1.1217664546275046 Time: 0.8305204000062076
Train loss: 4.105420513225869 Val loss: 1.1146258151566144 Time: 0.8797722000017529
Train loss: 4.039080332937633 Val loss: 1.1244514937643544 Time: 0.8539784000022337
Train loss: 3.911854617598263 Val loss: 1.130548947313514 Time: 0.902936900005443
Train loss: 3.7359338863468756 Val loss: 1.1319804538798053 Time: 0.892707299994072
Train loss: 3.640777750374811 Val loss: 1.1216333203046815 Time: 0.8778282999992371
Train loss: 3.7559018990152984 Val loss: 1.1354517690415378 Time: 0.8270581000106176
Train loss: 3.660332751798422 Val loss: 1.137895248402856 Time: 0.8819514999922831
Train loss: 3.5615021396196274 Val loss: 1.1640136519708904 Time: 0.8238072999956785
Train loss: 3.510543987940654 Val loss: 1.165032166398305 Time: 0.8618399999977555
Train loss: 3.3714935035876508 Val loss: 1.1589646698121214 Time: 0.8670013999944786
Train loss: 3.3318177119772363 Val loss: 1.1735057386140397 Time: 0.8344833000010112
Train loss: 3.2586297415598557 Val loss: 1.1882558237139165 Time: 0.9279729999980191
Train loss: 3.3737754862532445 Val loss: 1.2060533115436556 Time: 0.952657799993176
Train loss: 3.296643348589628 Val loss: 1.2150533553758578 Time: 0.901459699991392
Train loss: 3.2729588112685084 Val loss: 1.2086628732467943 Time: 0.953329500000109
Train loss: 3.0521679726447846 Val loss: 1.2445002428721637 Time: 0.8563092999975197
Train loss: 3.1423321604842673 Val loss: 1.2447736352332868 Time: 1.1191704999946523
Train loss: 3.124600415559184 Val loss: 1.2508567343174946 Time: 1.0154405999928713
Train loss: 2.950861594438461 Val loss: 1.2525271847262047 Time: 1.060315199996694
Train loss: 2.962371398398181 Val loss: 1.3112695320713925 Time: 0.9209055000101216
Train loss: 3.0572620830141712 Val loss: 1.2735870430988143 Time: 1.0297928000072716
Train loss: 2.801723187744238 Val loss: 1.2953536956783864 Time: 0.9084927999938373
Train loss: 2.88776308684044 Val loss: 1.319251092601462 Time: 0.9967070999991847
Train loss: 2.875654060813199 Val loss: 1.3464381465782935 Time: 1.1177840000018477
Train loss: 2.9243213894183606 Val loss: 1.3773125409788918 Time: 1.0600107999925967
Train loss: 2.6627841325175785 Val loss: 1.3648237887537107 Time: 1.2215181000065058
Train loss: 2.609116850703089 Val loss: 1.387714911979856 Time: 1.256633899989538
Train loss: 2.706697640525603 Val loss: 1.3954928542225389 Time: 1.2587041999940993
Train loss: 2.71418095782379 Val loss: 1.4323441626038402 Time: 1.160889299993869
Train loss: 2.705492728318339 Val loss: 1.450762438122183 Time: 1.1262669999996433
Train loss: 2.663176663850716 Val loss: 1.473945998470299 Time: 1.2415488999977242
Train loss: 2.612246997886686 Val loss: 1.5243279837304726 Time: 1.2483249000069918
Train loss: 2.5942266142620083 Val loss: 1.4957016218686476 Time: 1.4298099000006914
Train loss: 2.4507574044976987 Val loss: 1.4527075522346422 Time: 1.2231714999943506
Train loss: 2.509862912264005 Val loss: 1.5114522929070517 Time: 1.4060365000041202
Train loss: 2.6840498041977296 Val loss: 1.5233499763999134 Time: 1.3061548999976367
Train loss: 2.553075136210216 Val loss: 1.5187904649646953 Time: 1.1324740999989444
Train loss: 2.59699662620968 Val loss: 1.5127111966721714 Time: 0.9479577000020072
Train loss: 2.5573945807188574 Val loss: 1.5672682872973382 Time: 0.9118832999956794
Train loss: 2.370051130258938 Val loss: 1.5180743604432791 Time: 0.9553327000030549
Train loss: 2.4823087249230245 Val loss: 1.6235856289276853 Time: 1.1194867000012891
Train loss: 2.2899040244892017 Val loss: 1.5532310389098711 Time: 1.2638874999975087
Train loss: 2.434283628124862 Val loss: 1.5538278440362774 Time: 0.8848046000057366
Train loss: 2.480108249569517 Val loss: 1.5118763041682541 Time: 0.9241285999887623
Train loss: 2.4074863638044453 Val loss: 1.5555937045719475 Time: 1.0663217999972403
Train loss: 2.411736194639168 Val loss: 1.5863219475722872 Time: 0.9787768999958644
Train loss: 2.3595958344717927 Val loss: 1.6005072339285107 Time: 1.0298798000003444
Train loss: 2.530434269616957 Val loss: 1.5787821441772394 Time: 1.0031448999943677
Train loss: 2.4118300361369824 Val loss: 1.6658258293093695 Time: 0.8727922999969451
Train loss: 2.361447844111975 Val loss: 1.602494518388994 Time: 1.0342738000035752
Train loss: 2.1975426192953518 Val loss: 1.7137453384093533 Time: 1.04624560000957
Train loss: 2.1780041093583686 Val loss: 1.6838383248541504 Time: 0.9391572000022279
Train loss: 2.2252871839041224 Val loss: 1.698698981211237 Time: 0.9065662000066368
Train loss: 2.3136441823505525 Val loss: 1.7038954937634117 Time: 0.8417294999962905
Train loss: 2.165484990946746 Val loss: 1.7016135262092575 Time: 0.9026652000029571
Train loss: 2.098386061153036 Val loss: 1.785651246420457 Time: 0.8547358000068925
Train loss: 2.3719947207998686 Val loss: 1.7131997721662628 Time: 0.8880539999954635
Train loss: 2.060097838483129 Val loss: 1.8548587517871056 Time: 0.8538774000044214
Train loss: 2.169893209108881 Val loss: 1.8053902180399746 Time: 0.8803217999957269
Train loss: 2.2437949372396915 Val loss: 1.7695089025510242 Time: 0.938171699992381
Train loss: 2.225649620433722 Val loss: 1.8759784337889869 Time: 0.9345691999915289
Train loss: 2.2497805547917693 Val loss: 1.8765703003155068 Time: 0.960557800004608
Train loss: 2.0960071534143703 Val loss: 1.8702455832972191 Time: 0.9658160999970278
Train loss: 2.034169542491377 Val loss: 1.8223561904749204 Time: 0.930376400006935
Train loss: 2.1348313745844756 Val loss: 1.8566423352749553 Time: 0.9031314000021666
Train loss: 2.14671442433092 Val loss: 1.7875637733923213 Time: 0.9411725999962073
Train loss: 2.179862956474409 Val loss: 1.891610176244285 Time: 0.9921284000010928
Train loss: 2.094206678664044 Val loss: 1.7940972032496347 Time: 1.0175638999935472
Train loss: 1.9931656005688767 Val loss: 1.8628987085321569 Time: 1.1234764999971958
Train loss: 2.1477163052452974 Val loss: 1.884158214510535 Time: 1.1647819000063464
Train loss: 2.0198763238878117 Val loss: 1.9481665633502416 Time: 1.4991993000003276
Train loss: 2.0599678211979224 Val loss: 1.8991186067578383 Time: 1.162910400002147
Train loss: 2.032896829194875 Val loss: 1.8208231710232212 Time: 1.0913750000036089
Train loss: 1.9350292586545703 Val loss: 1.9029914238199126 Time: 1.078895200000261
Train loss: 1.963784285332494 Val loss: 1.9286574783618562 Time: 1.0168966999917757
Train loss: 2.0203395572471234 Val loss: 1.9655264023458585 Time: 0.9807372000068426
Train loss: 1.9250163323373464 Val loss: 1.9426837721839547 Time: 0.8577020999946399
Train loss: 1.9863147993505499 Val loss: 2.0631067551917113 Time: 0.8865571000060299
Train loss: 2.0529685943839144 Val loss: 1.9320134980080184 Time: 0.9156147000030614
Train loss: 2.011485201941774 Val loss: 1.9740076425950974 Time: 0.9181874000059906
Train loss: 1.9625868652838183 Val loss: 1.999937555519864 Time: 1.0467091000027722
Train loss: 1.9170018927083985 Val loss: 2.058689110861451 Time: 0.8528083999990486
