starting log for model: Q:\00- PROJECTS\Flu Forecasts\flu\flu\models\lstm_B_22-23.pth
Train loss: 2.2825146444826405 Val loss: 1.6089735761634074 Time: 0.48742289998335764
Train loss: 2.404350366272519 Val loss: 1.7135769122396596 Time: 0.4778468000004068
Train loss: 2.3967365300164993 Val loss: 1.6749538789736107 Time: 0.48526779998792335
Train loss: 2.419361128870378 Val loss: 1.6379249700112268 Time: 0.48440660000778735
Train loss: 2.471711649935777 Val loss: 1.674787790805567 Time: 0.48722220002673566
Train loss: 2.382270124893747 Val loss: 1.7208353698952124 Time: 0.5293196999991778
Train loss: 2.3593873310212974 Val loss: 1.848756298801618 Time: 0.4734445000067353
Train loss: 2.237878490811168 Val loss: 1.8430335834282232 Time: 0.474232899985509
Train loss: 2.3098151882215245 Val loss: 1.7557471254040138 Time: 0.4890861000167206
Train loss: 2.237716177430407 Val loss: 1.7372427728259936 Time: 0.4846104999887757
Train loss: 2.2633383847390007 Val loss: 1.9152500280106324 Time: 0.46475899999495596
Train loss: 2.192346768880766 Val loss: 1.848734080342183 Time: 0.4720017999934498
Train loss: 2.1362887302505236 Val loss: 2.0923561912495643 Time: 0.4795475999999326
Train loss: 2.2451367046340707 Val loss: 1.969817147764843 Time: 0.47695919999387115
Train loss: 2.084048332227354 Val loss: 1.8886898636410479 Time: 0.4775323999929242
Train loss: 2.076450544175754 Val loss: 2.144937356002629 Time: 0.47517630000947975
Train loss: 2.169120420236709 Val loss: 2.06842558295466 Time: 0.4800718000042252
Train loss: 2.068382434791667 Val loss: 2.1583003883133642 Time: 0.4780699999828357
Train loss: 2.065255444602741 Val loss: 2.040999803226441 Time: 0.49096120000467636
Train loss: 2.0435158610877764 Val loss: 2.0633307677926496 Time: 0.4806279999902472
Train loss: 2.061999502069227 Val loss: 2.2526759355096146 Time: 0.4760695000004489
Train loss: 2.0124907204771745 Val loss: 2.3316477842090535 Time: 0.46495699998922646
Train loss: 1.991741218523643 Val loss: 2.3223395359818824 Time: 0.4709796999813989
Train loss: 2.03077758809804 Val loss: 2.2071109000826254 Time: 0.5294489999942016
Train loss: 1.8418975275899943 Val loss: 2.2495477114789537 Time: 0.48113969998667017
Train loss: 1.9009877490554778 Val loss: 2.53809240580631 Time: 0.47448929998790845
Train loss: 1.9089175436915555 Val loss: 2.4403628287056733 Time: 0.48210589998052455
Train loss: 1.989649741439333 Val loss: 2.3482386841751577 Time: 0.47169279999798164
Train loss: 1.8687057867092867 Val loss: 2.3238648875121726 Time: 0.48025359999155626
Train loss: 1.8260029032219052 Val loss: 2.703854406136088 Time: 0.476062700006878
Train loss: 1.8756334255644171 Val loss: 2.454205001860828 Time: 0.47598680001101457
Train loss: 1.8243966819824187 Val loss: 2.4821149222625536 Time: 0.4821896000066772
Train loss: 1.9102527920154238 Val loss: 2.7540081724291667 Time: 0.49544020000030287
Train loss: 1.788343264115511 Val loss: 2.505341530079022 Time: 0.4868914999824483
Train loss: 1.837935381349613 Val loss: 2.648899504216388 Time: 0.4719716999970842
Train loss: 1.755480383602844 Val loss: 2.5508556134445826 Time: 0.47411270000156946
Train loss: 1.7806264716834157 Val loss: 2.6529968404211104 Time: 0.47597230001701973
Train loss: 1.819162049453942 Val loss: 2.5636899401870323 Time: 0.47315619999426417
Train loss: 1.742582016218165 Val loss: 2.6877579482097644 Time: 0.47084840000024997
Train loss: 1.6823876371815105 Val loss: 2.617444252013229 Time: 0.464345400017919
Train loss: 1.728785087385262 Val loss: 2.5604482514536357 Time: 0.472284799994668
Train loss: 1.8820125375872259 Val loss: 2.6521596754464554 Time: 0.4647941000002902
Train loss: 1.8959061045270857 Val loss: 2.727542623950285 Time: 0.46049009999842383
Train loss: 1.6673366190742058 Val loss: 2.6668391609127866 Time: 0.47425440000370145
Train loss: 1.7561376055055469 Val loss: 2.8453918182640336 Time: 0.4906329000077676
Train loss: 1.7147832809381498 Val loss: 2.658831074637419 Time: 0.4880942000017967
Train loss: 1.7257373824792808 Val loss: 2.764019644986547 Time: 0.4997367000032682
Train loss: 1.670095371083549 Val loss: 3.078901015833253 Time: 0.4799446999968495
Train loss: 1.6325993320892422 Val loss: 2.9260518936498556 Time: 0.4800327999982983
Train loss: 1.631861279921524 Val loss: 2.963021954681608 Time: 0.4697034000128042
Train loss: 1.7263423590715035 Val loss: 2.7566931792023297 Time: 0.4829491999989841
Train loss: 1.5668220755650477 Val loss: 2.9473833512165584 Time: 0.4741171000059694
Train loss: 1.600396180840633 Val loss: 2.9178260446642525 Time: 0.4799060999939684
Train loss: 1.5825046889721932 Val loss: 3.1403442976879887 Time: 0.48035490000620484
Train loss: 1.525967238271619 Val loss: 3.1101734341937117 Time: 0.4865335999929812
Train loss: 1.6696049291967512 Val loss: 3.1395399163920956 Time: 0.47650169997359626
Train loss: 1.4840067860245494 Val loss: 2.954024324135389 Time: 0.49955840001348406
Train loss: 1.5455444116599182 Val loss: 3.323204209416872 Time: 0.5193737999943551
Train loss: 1.534150150218295 Val loss: 2.9946809871398727 Time: 0.5025536000030115
Train loss: 1.4115958638325097 Val loss: 3.1120083112764405 Time: 0.5316830000083428
Train loss: 1.5921939852360092 Val loss: 3.306442280256306 Time: 0.49247150000883266
Train loss: 1.37662958272053 Val loss: 3.3243743163038744 Time: 0.46984259999589995
Train loss: 1.5093366631281455 Val loss: 3.427434087898291 Time: 0.4837955000111833
Train loss: 1.5202092717776594 Val loss: 3.3099744137507514 Time: 0.4863152999896556
Train loss: 1.6421737764597175 Val loss: 3.2943120753070616 Time: 0.47013229998992756
Train loss: 1.3807462434301332 Val loss: 3.1090624962098445 Time: 0.48560350001207553
Train loss: 1.5432322368410532 Val loss: 2.875996648485625 Time: 0.4775258000008762
Train loss: 1.3983754115948983 Val loss: 3.3446735723227903 Time: 0.47739940002793446
Train loss: 1.4245704974983937 Val loss: 2.917544288909994 Time: 0.4724235000030603
Train loss: 1.3750943325796356 Val loss: 3.28671285648943 Time: 0.4706858999852557
Train loss: 1.4030999439843983 Val loss: 3.3397349769493303 Time: 0.48576710000634193
Train loss: 1.3296759954534565 Val loss: 3.0891941530462645 Time: 0.47102679999079555
Train loss: 1.475311238539316 Val loss: 3.1553786788754223 Time: 0.47557889999006875
Train loss: 1.359404830939468 Val loss: 3.309265679505188 Time: 0.48397259999183007
Train loss: 1.5660849049657628 Val loss: 3.0196269270963967 Time: 0.4726766000094358
Train loss: 1.3495837617116422 Val loss: 3.1859307648765025 Time: 0.4731491999991704
Train loss: 1.2936881524311925 Val loss: 3.523446892038919 Time: 0.48380380001617596
Train loss: 1.306393702060543 Val loss: 3.43024075980793 Time: 0.4714181000017561
Train loss: 1.414412133456679 Val loss: 3.228409605723243 Time: 0.479829800024163
Train loss: 1.402977115255137 Val loss: 3.582847548355744 Time: 0.4682111000001896
Train loss: 1.3964824524144603 Val loss: 2.9715420844149776 Time: 0.4908788000175264
Train loss: 1.3395397463630316 Val loss: 3.459440952152363 Time: 0.48671769999782555
Train loss: 1.3100121940812155 Val loss: 3.236791404662654 Time: 0.47429499999270774
Train loss: 1.3110488859766747 Val loss: 3.623543736892316 Time: 0.4699251000129152
Train loss: 1.2290755352860963 Val loss: 3.524411793001491 Time: 0.4815660000022035
Train loss: 1.301039296199491 Val loss: 3.038017257815227 Time: 0.4820827000075951
Train loss: 1.2379758419578657 Val loss: 3.470091924391454 Time: 0.5460337999975309
Train loss: 1.286149724104491 Val loss: 3.3888437179266475 Time: 0.4733780999958981
Train loss: 1.3113323426308163 Val loss: 3.4526437775903105 Time: 0.49375769999460317
Train loss: 1.2846470641982672 Val loss: 3.300755412084982 Time: 0.476069299998926
Train loss: 1.2232380003239314 Val loss: 3.436037411995585 Time: 0.4691434999986086
Train loss: 1.3562466281419745 Val loss: 3.5944658625758166 Time: 0.4917347000155132
Train loss: 1.3032055160274183 Val loss: 3.587124672846585 Time: 0.48204630002146587
Train loss: 1.268512010344896 Val loss: 3.4728622146503767 Time: 0.48767500001122244
Train loss: 1.285762991060892 Val loss: 3.2623115171518293 Time: 0.4765446000092197
Train loss: 1.1988517672704688 Val loss: 3.1923889750069065 Time: 0.4756845000083558
Train loss: 1.1674270118666215 Val loss: 3.7264080908216783 Time: 0.47550129998126067
Train loss: 1.2577397002150583 Val loss: 3.499175142052991 Time: 0.4859633999876678
Train loss: 1.3489827068178961 Val loss: 3.2387453348310373 Time: 0.48786789999576285
Train loss: 1.2425723881823387 Val loss: 3.398248930054251 Time: 0.4820546999981161
Train loss: 1.032882148638195 Val loss: 3.375563285269891 Time: 0.4860153000045102
Train loss: 1.1546468726397308 Val loss: 3.8517110005504946 Time: 0.47909060001256876
Train loss: 1.2895870288533615 Val loss: 3.328468382509527 Time: 0.45831480002379976
Train loss: 1.0955001937781716 Val loss: 3.414297240989981 Time: 0.4947997000126634
Train loss: 1.1756310302398276 Val loss: 3.3778365083271638 Time: 0.4680311999982223
Train loss: 1.2529917817410166 Val loss: 3.0969050597050227 Time: 0.4791613999987021
Train loss: 1.2056136310051473 Val loss: 3.450803978877957 Time: 0.49913420001394115
Train loss: 1.3835489896426978 Val loss: 3.1458299650694244 Time: 0.5168304000108037
Train loss: 1.1874971252090063 Val loss: 3.435870624052768 Time: 0.5178310000046622
Train loss: 1.1043665319872105 Val loss: 3.39759212844001 Time: 0.4833461999951396
Shrinking learning rate to 1e-05
Train loss: 1.1145599139285984 Val loss: 3.3852512405865127 Time: 0.5327497000107542
Train loss: 1.18671893150389 Val loss: 3.2933996885767556 Time: 0.5046767999883741
Train loss: 1.1435590300853633 Val loss: 3.3619828000373673 Time: 0.512142199993832
Train loss: 1.2167025921020667 Val loss: 3.37049889350601 Time: 0.5259274000127334
Train loss: 1.0620739626857585 Val loss: 3.364007374664652 Time: 0.5210552999924403
Train loss: 1.1338406108103278 Val loss: 3.4056426920142258 Time: 0.5136892000155058
Train loss: 1.0971806860762285 Val loss: 3.3948068249374046 Time: 0.5163846000214107
Train loss: 1.1357034903458327 Val loss: 3.400205759520759 Time: 0.4815709000104107
Train loss: 1.2241433264867396 Val loss: 3.359431731965742 Time: 0.48897559999022633
Train loss: 1.0774087037229378 Val loss: 3.3475376821661484 Time: 0.48902159999124706
Shrinking learning rate to 1.0000000000000002e-06
Train loss: 1.1054219372620118 Val loss: 3.3703857175278245 Time: 0.5000269000011031
Train loss: 1.2584351726558438 Val loss: 3.3710601525817765 Time: 0.4935220000043046
Train loss: 1.1552700114319379 Val loss: 3.3671027274249354 Time: 0.49132190001546405
Train loss: 1.259638589439561 Val loss: 3.3710709163715364 Time: 0.48569079997832887
Train loss: 1.2406237543811898 Val loss: 3.370948111274629 Time: 0.4884971000137739
Train loss: 0.9727125882990038 Val loss: 3.3715277470910223 Time: 0.4868389000184834
Train loss: 1.1162256312453849 Val loss: 3.3673451680806465 Time: 0.48624530000961386
Train loss: 1.1057799830258617 Val loss: 3.3696628001198405 Time: 0.4879693999828305
Train loss: 1.0511690714294275 Val loss: 3.3620259302915656 Time: 0.4863103999814484
Train loss: 1.1530814248369836 Val loss: 3.358276901431964 Time: 0.4741385000234004
Train loss: 1.0665509870921106 Val loss: 3.360337994687143 Time: 0.47597359999781474
Train loss: 1.102419057273238 Val loss: 3.356313377415063 Time: 0.4810686999990139
Train loss: 1.1913051720935357 Val loss: 3.352896089105343 Time: 0.4980091000034008
Train loss: 1.1833693959499385 Val loss: 3.3524022217388847 Time: 0.5121875000186265
Train loss: 1.2004650354003275 Val loss: 3.3558080836955924 Time: 0.4666925999918021
Shrinking learning rate to 1.0000000000000002e-07
Learning rate getting small
Complete
 Total time: 109.76180350000504
